Image_Path,Patient_Text,Severity_Label
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Lichen-Planus-Oral-11.jpg,"""I was diagnosed with Psoriasis on my knee by my dermatologist almsot 7 years ago, and he prescribed Cordran tape for me.  It took about 10 months or so, but the spreading of the psoriasis (caused by me itching at it while I was sleeping) stopped and my skin healed.  I no longer use Cordran tape, as now the only symptom I ever have is a slight itchy feeling every once in a while.  This stuff is great!""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Lichen-Sclerosus-Skin-73.jpg,"""I am a 53 year old male and have had extreme psoriasis since i was 21 years old, Humira has improved my life so much i have been taking this medicine for 3 months with little side affects as far as i can see.
i have been on holiday and for the first time , as long as i can recall, i have not felt ashamed to be by a pool and taking some sun in &quot;GREAT feeling&quot;""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/psoriasis-erythrodermic-39.jpg,"""It works very fast.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Lichen-Planus-Penis-1.jpg,"""This drug greatly helped my psoriatic arthritis, but not the plaque poriasis, which always came back.  I&#039;ve been through the scrip topicals, light treatments, Amiveve, etc.  I was 98% covered.  Why did not a single doctor ever tell me NOT to touch beer????  If you drink beer put it DOWN and see how quickly you begin to clear up. Pork is another culprit as it is slow to digest and effects the immune system. For topical relief?  Try OTC Boudreaux&#039;s Butt Paste baby diaper rash cream, which far outshines Dovonex. Scalp treatment?  Nutrogena T-Gel Shampoo works quickly.  If you are severely covered add zinc or zinc supplements to your diet.  I haven&#039;t gone to a derm in years and I am clear!!!!""",Moderate
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Psoriasis-nails-30.jpg,"""Reading these reviews finds me nodding my head with approval. After years with plaque psoraisis, its over...at least for now.  I did creams, Enbrel for 2 years, now Humira for about 6 months.  Initially it worsened then got way better.  Now, I have been off the Humira for over 3 months and nothing has come back.  My skin is 99% better.  I had over 50% coverage on my body and it was unsightly, painful, and nasty.  Now it&#039;s all gone.  At this point in time I have to say: this stuff is remarkable.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/psoriasis-scalp-15.jpg,"""I have been experiencing horrible psoriasis on my feet that had me depressed then I started to also experience joint pain (in almost every joint). After a million test my rheumatologist prescribed me prednisone, and honestly after all the bad reviews I didn&#039;t want to take it but thank God after a couple months I did. My psoriasis cleared up dramatically! It&#039;s like a miracle that I hope is not short lived...
If you are dealing with severe psoriasis and haven&#039;t had any relief I would highly suggest you at least try it short term. It will change your life for the better...""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/psoriasis-scalp-91.jpg,"""Have been using Taclonex for the past year. No relief from psoriasis from scalp and legs and this is supposed to be the best on the market. Cost is restrictive. """,Severe
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Lichen-Sclerosus-Skin-63.jpg,"""Not really sure how to rate this. I have plaque psoriasis. My doctor prescribed me the Humira. After my first 2 starter doses I started to notice some hair loss. Then I took my first single dose. Noticed even more hair loss. When I washed my hair it was coming out in clumps. Drain was full of hair. So, I stopped the humira and had to switch to another medication. Not sure if this medication would have worked or not. Wasn&#039;t able to use it long enough.""",Severe
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Pityriasis-Lichenoides-27.jpg,"""I have had Seborrheic Dermatitis since I was 15 years old. I am now 38 and thanks to Elocon Scalp Lotion I have everything under control. I apply the lotion to my hairline and rub it in once a week...within 2 days for some reason the redness in my face dissapears, feels supple and I pretty much am able to forget about my condition. I also wash my face every evening with SBR Lipo Cream as a moisturiser.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/lichen-striatus-1.jpg,"""I have the gene from my mom&#039;s and dad&#039;s side. There was, or still is  a skip a generation rumor for psoriasis that could be true. I praise the Lord my daughter does not have it and she is going to turn 20 on July 4th . Age 13 it started as dandruff in cold weather. All sports player in the sun, thankfully it went away every summer. It moved to the knees and elbows over time through the same seasons. Then a spot, then 2 showed up on my chest. I summer sun tanned. It works. I went to coal tar, then to a diet, suffered like hell, hid, scratched, piled up skin I needed to vacuum every day. I couldn&#039;t get all the blood out the sheets. Methotrexate, psoriatane, Enbrel did well. Humira did great, only 2 shots a month. My psorsasis has beat it.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/pityriasis-rubra-pilaris-25.jpg,"""Two months and no change at all :(""",Severe
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Psoriasis-vulva-2.jpg,"""Awesome product!!!  According to my dermalogist, I had a severe case of psoriasis on the hands, feet, knees and elbows a total of 7% of my body area.  All cleared up except the front of the feet within 3 weeks, so down to 2.5% in 6 weeks.  The doctor had explained that it would take longer on the feet and I&#039;m ok with it... I love the results... the price however is another story.  I don&#039;t have insurance and one bottle of the spray is $400  help!!!""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Psoriasis-penis-15.jpg,"""I had bad Psoriasis behind my ear. Elocon cleared it in just two days. I would definitely recommend it.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Lichen-Planus-Hypertrophic-12.jpg,"""All my muscles and joints got stiff 2 weeks after taking it and I never went back to feeling normal, always stiff and achy.""",Severe
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Lichen-Nitidus-1.jpg,"""I&#039;ve used many rounds of medication to address my mild to moderate psoriasis. I have psoriasis on my arms, ears, scalp and legs. Prior to Vectical I used steroids, light treatments and sea minerals (ocean water or over the counter sprays which contain kelp or algae). Vectical has changed my life. After consistent use for a few months I&#039;ve had nearly no flare ups in years. When patches start to appear I apply Vectical and they are gone in days. Only negative is the cost! No side effects, no skin thinning like with steroids.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/seborrheic-dermatitis-103.jpg,"""I have had psoriasis for over 40 years, and although it&#039;s just on my elbows and legs, I have tried all the usual remedies (topicals, light therapy, etc.).  I tried methotrexate this spring and in a matter of weeks, my psoriasis began to clear up. My doctor has me go for blood-work every month or so to make sure the methotrexate isn&#039;t affecting my liver.  We have decided to back off of the methotrexate during the winter in order to give my body a break.  But, I&#039;ll be anxious to begin it again come spring!""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Pityriasis-Lichenoides-38.jpg,"""27yr old male. After fighting psoriasis for as long as I can remember with creams, steroidal shots and puva treatment, im finally winning the battle with humira in as short as a month&#039;s time. Excited to see how clear my skin will be in the coming months. Sure its got some scary side effects, but so does tylenol for that matter, and they are very rare, and with a doctors supervision with your own awareness and safety intuition makes humira all that more safer...hope it works for you...the poke isnt that bad unless your a wussy""",Mild
